Ligand,Ligand UniprotID,Ligand CellType,Receptor,Receptor UniprotID,Receptor CellType,evidence,annotation,interaction_name
PLG,P00747,PT,F2RL1,P55085,DCT,KEGG: hsa04080,Secreted Signaling,PLG_F2RL1
PLG,P00747,PT,F2RL1,P55085,Connecting Tubule,KEGG: hsa04080,Secreted Signaling,PLG_F2RL1
PLG,P00747,PT,F2RL1,P55085,Interstitial Cell_A (in cortex),KEGG: hsa04080,Secreted Signaling,PLG_F2RL1
PLG,P00747,PT,F2RL1,P55085,Interstitial Cell_B (in medulla),KEGG: hsa04080,Secreted Signaling,PLG_F2RL1
PLG,P00747,PT,F2RL1,P55085,Principal Cell,KEGG: hsa04080,Secreted Signaling,PLG_F2RL1
PLG,P00747,PT,F2RL1,P55085,TAL,KEGG: hsa04080,Secreted Signaling,PLG_F2RL1
C3,P01024,Fibroblast Cell,C3AR1,Q16581,M2 Mac,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,Fibroblast Cell,C3AR1,Q16581,Monocyte Derived Cell,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,Fibroblast Cell,C3AR1,Q16581,Non-Classical Monocyte,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,M2 Mac,C3AR1,Q16581,M2 Mac,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,M2 Mac,C3AR1,Q16581,Monocyte Derived Cell,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,M2 Mac,C3AR1,Q16581,Non-Classical Monocyte,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,Monocyte Derived Cell,C3AR1,Q16581,M2 Mac,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,Monocyte Derived Cell,C3AR1,Q16581,Monocyte Derived Cell,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,Monocyte Derived Cell,C3AR1,Q16581,Non-Classical Monocyte,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,Parietal Cell,C3AR1,Q16581,M2 Mac,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,Parietal Cell,C3AR1,Q16581,Monocyte Derived Cell,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,Parietal Cell,C3AR1,Q16581,Non-Classical Monocyte,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,TAL,C3AR1,Q16581,M2 Mac,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,TAL,C3AR1,Q16581,Monocyte Derived Cell,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,TAL,C3AR1,Q16581,Non-Classical Monocyte,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,PT,C3AR1,Q16581,M2 Mac,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,PT,C3AR1,Q16581,Monocyte Derived Cell,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
C3,P01024,PT,C3AR1,Q16581,Non-Classical Monocyte,KEGG: hsa04080,Secreted Signaling,C3_C3AR1
AGT,P01019,Fibroblast Cell,AGTR1,P30556,Fibroblast Cell,KEGG: hsa04080,Secreted Signaling,AGT_AGTR1B
AGT,P01019,Fibroblast Cell,AGTR1,P30556,Glomerular Capillary,KEGG: hsa04080,Secreted Signaling,AGT_AGTR1B
AGT,P01019,Fibroblast Cell,AGTR1,P30556,VSM/Pericyte/ MesengialCell,KEGG: hsa04080,Secreted Signaling,AGT_AGTR1B
ANXA1,P04083,DCT,FPR2,P25090,Non-Classical Monocyte,PMID: 23230437,Secreted Signaling,ANXA1_FPR2
ANXA1,P04083,EC_AEA_ Descending Vasa Recta,FPR2,P25090,Non-Classical Monocyte,PMID: 23230437,Secreted Signaling,ANXA1_FPR2
ANXA1,P04083,Endothelial Cell,FPR2,P25090,Non-Classical Monocyte,PMID: 23230437,Secreted Signaling,ANXA1_FPR2
ANXA1,P04083,Fibroblast Cell,FPR2,P25090,Non-Classical Monocyte,PMID: 23230437,Secreted Signaling,ANXA1_FPR2
ANXA1,P04083,Glomerular Capillary,FPR2,P25090,Non-Classical Monocyte,PMID: 23230437,Secreted Signaling,ANXA1_FPR2
ANXA1,P04083,Interstitial Cell_A (in cortex),FPR2,P25090,Non-Classical Monocyte,PMID: 23230437,Secreted Signaling,ANXA1_FPR2
ANXA1,P04083,M2 Mac,FPR2,P25090,Non-Classical Monocyte,PMID: 23230437,Secreted Signaling,ANXA1_FPR2
ANXA1,P04083,Monocyte Derived Cell,FPR2,P25090,Non-Classical Monocyte,PMID: 23230437,Secreted Signaling,ANXA1_FPR2
ANXA1,P04083,NKT,FPR2,P25090,Non-Classical Monocyte,PMID: 23230437,Secreted Signaling,ANXA1_FPR2
ANXA1,P04083,Parietal Cell,FPR2,P25090,Non-Classical Monocyte,PMID: 23230437,Secreted Signaling,ANXA1_FPR2
ANXA1,P04083,Podocyte Cell,FPR2,P25090,Non-Classical Monocyte,PMID: 23230437,Secreted Signaling,ANXA1_FPR2
ANXA1,P04083,T_Cell,FPR2,P25090,Non-Classical Monocyte,PMID: 23230437,Secreted Signaling,ANXA1_FPR2
ANXA1,P04083,VSM/Pericyte/ MesengialCell,FPR2,P25090,Non-Classical Monocyte,PMID: 23230437,Secreted Signaling,ANXA1_FPR2
ANXA1,P04083,PT,FPR2,P25090,Non-Classical Monocyte,PMID: 23230437,Secreted Signaling,ANXA1_FPR2
VEGFA,P15692,DCT,KDR,P35968,EC_AEA_ Descending Vasa Recta,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,DCT,KDR,P35968,Endothelial Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,DCT,KDR,P35968,Glomerular Capillary,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,DCT,KDR,P35968,Podocyte Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,DCT,KDR,P35968,VSM/Pericyte/ MesengialCell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,EC_AEA_ Descending Vasa Recta,KDR,P35968,EC_AEA_ Descending Vasa Recta,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,EC_AEA_ Descending Vasa Recta,KDR,P35968,Endothelial Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,EC_AEA_ Descending Vasa Recta,KDR,P35968,Glomerular Capillary,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,EC_AEA_ Descending Vasa Recta,KDR,P35968,Podocyte Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,EC_AEA_ Descending Vasa Recta,KDR,P35968,VSM/Pericyte/ MesengialCell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Fibroblast Cell,KDR,P35968,EC_AEA_ Descending Vasa Recta,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Fibroblast Cell,KDR,P35968,Endothelial Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Fibroblast Cell,KDR,P35968,Glomerular Capillary,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Fibroblast Cell,KDR,P35968,Podocyte Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Fibroblast Cell,KDR,P35968,VSM/Pericyte/ MesengialCell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Glomerular Capillary,KDR,P35968,EC_AEA_ Descending Vasa Recta,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Glomerular Capillary,KDR,P35968,Endothelial Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Glomerular Capillary,KDR,P35968,Glomerular Capillary,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Glomerular Capillary,KDR,P35968,Podocyte Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Glomerular Capillary,KDR,P35968,VSM/Pericyte/ MesengialCell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Interstitial Cell_B (in medulla),KDR,P35968,EC_AEA_ Descending Vasa Recta,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Interstitial Cell_B (in medulla),KDR,P35968,Endothelial Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Interstitial Cell_B (in medulla),KDR,P35968,Glomerular Capillary,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Interstitial Cell_B (in medulla),KDR,P35968,Podocyte Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Interstitial Cell_B (in medulla),KDR,P35968,VSM/Pericyte/ MesengialCell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,M2 Mac,KDR,P35968,EC_AEA_ Descending Vasa Recta,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,M2 Mac,KDR,P35968,Endothelial Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,M2 Mac,KDR,P35968,Glomerular Capillary,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,M2 Mac,KDR,P35968,Podocyte Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,M2 Mac,KDR,P35968,VSM/Pericyte/ MesengialCell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Monocyte Derived Cell,KDR,P35968,EC_AEA_ Descending Vasa Recta,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Monocyte Derived Cell,KDR,P35968,Endothelial Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Monocyte Derived Cell,KDR,P35968,Glomerular Capillary,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Monocyte Derived Cell,KDR,P35968,Podocyte Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Monocyte Derived Cell,KDR,P35968,VSM/Pericyte/ MesengialCell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Parietal Cell,KDR,P35968,EC_AEA_ Descending Vasa Recta,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Parietal Cell,KDR,P35968,Endothelial Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Parietal Cell,KDR,P35968,Glomerular Capillary,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Parietal Cell,KDR,P35968,Podocyte Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Parietal Cell,KDR,P35968,VSM/Pericyte/ MesengialCell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Plasma Cell,KDR,P35968,EC_AEA_ Descending Vasa Recta,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Plasma Cell,KDR,P35968,Endothelial Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Plasma Cell,KDR,P35968,Glomerular Capillary,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Plasma Cell,KDR,P35968,Podocyte Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Plasma Cell,KDR,P35968,VSM/Pericyte/ MesengialCell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Podocyte Cell,KDR,P35968,EC_AEA_ Descending Vasa Recta,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Podocyte Cell,KDR,P35968,Endothelial Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Podocyte Cell,KDR,P35968,Glomerular Capillary,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Podocyte Cell,KDR,P35968,Podocyte Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,Podocyte Cell,KDR,P35968,VSM/Pericyte/ MesengialCell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,VSM/Pericyte/ MesengialCell,KDR,P35968,EC_AEA_ Descending Vasa Recta,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,VSM/Pericyte/ MesengialCell,KDR,P35968,Endothelial Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,VSM/Pericyte/ MesengialCell,KDR,P35968,Glomerular Capillary,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,VSM/Pericyte/ MesengialCell,KDR,P35968,Podocyte Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,VSM/Pericyte/ MesengialCell,KDR,P35968,VSM/Pericyte/ MesengialCell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,PT,KDR,P35968,EC_AEA_ Descending Vasa Recta,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,PT,KDR,P35968,Endothelial Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,PT,KDR,P35968,Glomerular Capillary,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,PT,KDR,P35968,Podocyte Cell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
VEGFA,P15692,PT,KDR,P35968,VSM/Pericyte/ MesengialCell,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA_VEGFR2
HLA-B,P01889,B-cell,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,B-cell,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,DCT,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,DCT,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Connecting Tubule,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Connecting Tubule,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,EC_AEA_ Descending Vasa Recta,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,EC_AEA_ Descending Vasa Recta,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Endothelial Cell,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Endothelial Cell,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Fibroblast Cell,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Fibroblast Cell,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Glomerular Capillary,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Glomerular Capillary,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Interstitial Cell_B (in medulla),CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Interstitial Cell_B (in medulla),CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,M2 Mac,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,M2 Mac,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Macula Densa,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Macula Densa,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Monocyte Derived Cell,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Monocyte Derived Cell,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,NKT,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,NKT,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Non-Classical Monocyte,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Non-Classical Monocyte,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Parietal Cell,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Parietal Cell,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Plasma Cell,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Plasma Cell,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Podocyte Cell,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Podocyte Cell,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Principal Cell,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,Principal Cell,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,TAL,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,TAL,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,T_Cell,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,T_Cell,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,VSM/Pericyte/ MesengialCell,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,VSM/Pericyte/ MesengialCell,CD8A,P01732,T_Cell,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
HLA-B,P01889,PT,CD8A,P01732,NKT,KEGG: hsa04514,Cell-Cell Contact,HLA-B_CD8A
